Code;Title;Vintage;Size;ABV;Style;Country;Group;Available;Price (inc VAT);Price (ex-VAT);Link
HED0970;Corton Charlemagne Bonneau du Martray 2005;2005;75cl;13.5;White;France;Burgundy;18;309;257.5;https://hedonism.co.uk/product/corton-charlemagne-bonneau-du-martray-2005
HED12004;Meursault Coche Dury 2005;2005;75cl;12.5;White;France;Burgundy;1;1400;1166.67;https://hedonism.co.uk/product/meursault-coche-dury-2005
HED1220;Puligny Montrachet Clavoillon Domaine Leflaive 2005;2005;75cl;13.5;White;France;Burgundy;8;525;437.5;https://hedonism.co.uk/product/puligny-montrachet-clavoillon-domaine-leflaive-2005
HED1251;Puligny Montrachet Domaine Leflaive 2005;2005;75cl;14;White;France;Burgundy;1;400;333.33;https://hedonism.co.uk/product/puligny-montrachet-domaine-leflaive-2005
HED5861;Pouilly Fume Silex Dagueneau 2005;2005;75cl;13.5;White;France;Loire;1;380;316.67;https://hedonism.co.uk/product/pouilly-fume-silex-dagueneau-2005
HED64189;Chablis Les Clos William Fevre 2005;2005;75cl;13;White;France;Burgundy;34;170;141.67;https://hedonism.co.uk/product/chablis-les-clos-william-fevre-2005
HED73043;Chablis Blanchot Raveneau 2005;2005;75cl;13;White;France;Burgundy;3;1250;1041.67;https://hedonism.co.uk/product/chablis-blanchot-raveneau-2005
HED60460;Climens Half 2005;2005;37.5cl;13.5;White;France;Sauternes & Barsac;11;45;37.5;https://hedonism.co.uk/product/climens-half-2005
HED59485;Corton Charlemagne Louis Latour 2005;2005;75cl;14;White;France;Burgundy;4;175;145.83;https://hedonism.co.uk/product/corton-charlemagne-louis-latour-2005
HED33430;Meursault Les Tillets Roulot 2005;2005;75cl;13;White;France;Burgundy;12;400;333.33;https://hedonism.co.uk/product/meursault-les-tillets-roulot-2005
HED35100;Mestres Mas Via 2005;2005;75cl;12;White;Spain;Spain;1;75;62.5;https://hedonism.co.uk/product/mestres-mas-2005
HED91872;Pommery Cuvee Louise 2005;2005;75cl;12.5;White;France;Champagne;2;185;154.17;https://hedonism.co.uk/product/pommery-cuvee-louise-2005
HED95197;Bourgogne Blanc Hauts Cotes de Nuits Cuvee Marine Anne Gros 2005;2005;75cl;12.5;White;France;Burgundy;11;150;125;https://hedonism.co.uk/product/bourgogne-blanc-hauts-cotes-de-nuits-cuvee-marine-anne-gros-2005
HED95783;Meursault Charmes Comtes Lafon 2005;2005;75cl;13;White;France;Burgundy;3;469;390.83;https://hedonism.co.uk/product/meursault-charmes-comtes-lafon-2005
HED95822;Puligny Montrachet Les Folatieres Pierre Yves Colin Morey 2005;2005;75cl;;White;France;Burgundy;1;422;351.67;https://hedonism.co.uk/product/puligny-montrachet-les-folatieres-pierre-yves-colin-morey-2005
HED97336;Meursault Sous Le Dos d`Ane Domaine Leflaive 2005;2005;75cl;;White;France;Burgundy;2;350;291.67;https://hedonism.co.uk/product/meursault-sous-le-dos-dane-domaine-leflaive-2005
HED97557;D`Arche Half 2005;2005;37.5cl;14;White;France;Sauternes & Barsac;11;28;23.33;https://hedonism.co.uk/product/darche-half-2005
HED97995;Nyetimber Classic Cuvee 2005;2005;75cl;12;White;England;England;13;60;50;https://hedonism.co.uk/product/nyetimber-classic-cuvee-2005
HED27451;Clos Windsbuhl Pinot Gris Vendange Tardive Zind Humbrecht 2005;2005;75cl;13.5;White;France;Alsace;6;90;75;https://hedonism.co.uk/product/clos-windsbuhl-pinot-gris-vendange-tardive-zind-humbrecht-2005
HED27596;Keller Westhofener Kirchspiel Riesling Grosses Gewachs 2005;2005;75cl;13;White;Germany;Germany;4;400;333.33;https://hedonism.co.uk/product/keller-westhofener-kirchspiel-riesling-grosses-gewachs-2005
HED0294;Torbreck The Laird 1800cl 2006;2006;1800cl;15.5;Red;Australia;Australia;1;10170;8475;https://hedonism.co.uk/product/torbreck-laird-1800cl-2006
HED0295;Torbreck The Laird 2700cl 2006;2006;2700cl;15.5;Red;Australia;Australia;1;14475;12062.5;https://hedonism.co.uk/product/torbreck-laird-2700cl-2006
HED0339;Cheval Blanc 2006;2006;75cl;12.5;Red;France;Bordeaux;12;650;541.67;https://hedonism.co.uk/product/cheval-blanc-2006
HED0353;Cos D`Estournel 2006;2006;75cl;13.5;Red;France;Bordeaux;4;160;133.33;https://hedonism.co.uk/product/cos-destournel-2006
HED0626;Mouton Rothschild 2006;2006;75cl;13;Red;France;Bordeaux;50;650;541.67;https://hedonism.co.uk/product/mouton-rothschild-2006
HED0933;Clos de la Roche Domaine Dujac 2006;2006;75cl;13.5;Red;France;Burgundy;3;1100;916.67;https://hedonism.co.uk/product/clos-de-la-roche-domaine-dujac-2006
HED2380;Colgin IX Estate Proprietary Blend 2006;2006;75cl;15.5;Red;United States;USA;11;575;479.17;https://hedonism.co.uk/product/colgin-ix-estate-proprietary-blend-2006
HED2632;Sine Qua Non In The Crosshairs Grenache 2006;2006;75cl;15.5;Red;United States;USA;2;908;756.67;https://hedonism.co.uk/product/sine-qua-non-crosshairs-grenache-2006
HED2746;Sine Qua Non Raven Series Syrah Magnum 2006;2006;150cl;15.5;Red;United States;USA;1;1680;1400;https://hedonism.co.uk/product/sine-qua-non-raven-series-syrah-magnum-2006
HED50340;Palmer Alter Ego 2006;2006;75cl;13;Red;France;Bordeaux;5;120;100;https://hedonism.co.uk/product/palmer-alter-ego-2006
HED53848;Chasse Spleen 2006;2006;75cl;13;Red;France;Bordeaux;4;40;33.33;https://hedonism.co.uk/product/chasse-spleen-2006
HED53851;Giscours 2006;2006;75cl;13;Red;France;Bordeaux;47;75;62.5;https://hedonism.co.uk/product/giscours-2006
HED53852;Gruaud Larose 2006;2006;75cl;13;Red;France;Bordeaux;18;90;75;https://hedonism.co.uk/product/gruaud-larose-2006
HED60290;Lynch Bages 2006;2006;75cl;13;Red;France;Bordeaux;24;150;125;https://hedonism.co.uk/product/lynch-bages-2006
HED67004;Vega Sicilia Unico 2006;2006;75cl;14;Red;Spain;Spain;26;435;362.5;https://hedonism.co.uk/product/vega-sicilia-unico-2006
HED81197;Duhart Milon 2006;2006;75cl;12.5;Red;France;Bordeaux;13;95;79.17;https://hedonism.co.uk/product/duhart-milon-2006
HED81266;Montrose 2006;2006;75cl;12.5;Red;France;Bordeaux;32;120;100;https://hedonism.co.uk/product/montrose-2006
HED85522;Pontet Canet 2006;2006;75cl;13;Red;France;Bordeaux;14;110;91.67;https://hedonism.co.uk/product/pontet-canet-2006
HED87670;Ornellaia Vendemmia d`Artista 900cl 2006;2006;900cl;14.5;Red;Italy;Italy;1;6900;5750;https://hedonism.co.uk/product/ornellaia-vendemmia-dartista-900cl-2006
HED0312;Ausone 2006;2006;75cl;13.5;Red;France;Bordeaux;3;750;625;https://hedonism.co.uk/product/ausone-2006
HED0316;Bahans Haut Brion 2006;2006;75cl;13;Red;France;Bordeaux;36;130;108.33;https://hedonism.co.uk/product/bahans-haut-brion-2006
HED0430;La Mission Haut Brion 2006;2006;75cl;14.5;Red;France;Bordeaux;12;330;275;https://hedonism.co.uk/product/la-mission-haut-brion-2006
HED0453;Lafite Rothschild 2006;2006;75cl;12.5;Red;France;Bordeaux;6;800;666.67;https://hedonism.co.uk/product/lafite-rothschild-2006
HED0534;Leoville Barton 2006;2006;75cl;12.5;Red;France;Bordeaux;17;95;79.17;https://hedonism.co.uk/product/leoville-barton-2006
HED05441;Brunello di Montalcino Riserva Soldera 2006;2006;75cl;13;Red;Italy;Italy;6;1250;1041.67;https://hedonism.co.uk/product/brunello-di-montalcino-riserva-soldera-2006
HED0545;Leoville Las Cases 2006;2006;75cl;13;Red;France;Bordeaux;8;200;166.67;https://hedonism.co.uk/product/leoville-las-cases-2006
HED0685;Pavillon Rouge Margaux 2006;2006;75cl;13;Red;France;Bordeaux;15;215;179.17;https://hedonism.co.uk/product/pavillon-rouge-margaux-2006
HED1190;Musigny de Vogue 2006;2006;75cl;12.5;Red;France;Burgundy;5;1000;833.33;https://hedonism.co.uk/product/musigny-de-vogue-2006
HED1200;Musigny Mugnier 2006;2006;75cl;13;Red;France;Burgundy;1;2160;1800;https://hedonism.co.uk/product/musigny-mugnier-2006
HED1347;Vosne Romanee Les Beaux Monts Domaine Leroy 2006;2006;75cl;13;Red;France;Burgundy;2;4080;3400;https://hedonism.co.uk/product/vosne-romanee-les-beaux-monts-domaine-leroy-2006
HED1555;Guado Al Tasso Marchesi Antinori 2006;2006;75cl;14.5;Red;Italy;Italy;3;150;125;https://hedonism.co.uk/product/guado-al-tasso-marchesi-antinori-2006
HED1598;Masseto Magnum 2006;2006;150cl;14;Red;Italy;Italy;1;2900;2416.67;https://hedonism.co.uk/product/masseto-magnum-2006
HED1694;Solaia Marchesi Antinori 2006;2006;75cl;14;Red;Italy;Italy;1;480;400;https://hedonism.co.uk/product/solaia-marchesi-antinori-2006
HED1928;Vega Sicilia Valbuena 5 Magnum 2006;2006;150cl;14.5;Red;Spain;Spain;2;450;375;https://hedonism.co.uk/product/vega-sicilia-valbuena-5-magnum-2006
HED2137;Chateauneuf du Pape Vieux Telegraphe 2006;2006;75cl;14.5;Red;France;Southern Rhone;6;75;62.5;https://hedonism.co.uk/product/chateauneuf-du-pape-vieux-telegraphe-2006
HED3305;Brunello di Montalcino Tenuta Nuova Casanova di Neri 2006;2006;75cl;14.5;Red;Italy;Italy;5;125;104.17;https://hedonism.co.uk/product/brunello-di-montalcino-tenuta-nuova-casanova-di-neri-2006
HED5846;Rauzan Segla 2006;2006;75cl;13;Red;France;Bordeaux;23;110;91.67;https://hedonism.co.uk/product/rauzan-segla-2006
HED66801;Chateauneuf du Pape Beaucastel 2006;2006;75cl;13.5;Red;France;Southern Rhone;12;120;100;https://hedonism.co.uk/product/chateauneuf-du-pape-beaucastel-2006
HED70209;Barbaresco Starderi La Spinetta 2006;2006;75cl;14;Red;Italy;Italy;32;185;154.17;https://hedonism.co.uk/product/barbaresco-starderi-la-spinetta-2006
HED70591;Chateauneuf du Pape Celestins Bonneau 2006;2006;75cl;14;Red;France;Southern Rhone;1;475;395.83;https://hedonism.co.uk/product/chateauneuf-du-pape-celestins-bonneau-2006
HED70722;Langoa Barton 2006;2006;75cl;13.5;Red;France;Bordeaux;29;60;50;https://hedonism.co.uk/product/langoa-barton-2006
HED71973;Barbaresco Crichet Paje Roagna 2006;2006;75cl;13.5;Red;Italy;Italy;2;940;783.33;https://hedonism.co.uk/product/barbaresco-crichet-paje-roagna-2006
HED76366;Ducru Beaucaillou 2006;2006;75cl;13;Red;France;Bordeaux;9;225;187.5;https://hedonism.co.uk/product/ducru-beaucaillou-2006
HED81199;Latour 2006;2006;75cl;13;Red;France;Bordeaux;18;625;520.83;https://hedonism.co.uk/product/latour-2006
HED82589;Grange des Peres Rouge 2006;2006;75cl;14;Red;France;Regional France;4;275;229.17;https://hedonism.co.uk/product/grange-des-peres-rouge-2006
HED82729;Barolo Monfortino Giacomo Conterno 2006;2006;75cl;14.5;Red;Italy;Italy;5;1350;1125;https://hedonism.co.uk/product/barolo-monfortino-giacomo-conterno-2006
HED82911;Margaux 2006;2006;75cl;13;Red;France;Bordeaux;22;575;479.17;https://hedonism.co.uk/product/margaux-2006
HED84202;Chambertin Clos de Beze Armand Rousseau 2006;2006;75cl;13.5;Red;France;Burgundy;3;2220;1850;https://hedonism.co.uk/product/chambertin-clos-de-beze-armand-rousseau-2006
HED85521;Grand Puy Lacoste 2006;2006;75cl;12.5;Red;France;Bordeaux;12;85;70.83;https://hedonism.co.uk/product/grand-puy-lacoste-2006
HED86148;Chateauneuf du Pape Clos des Papes 2006;2006;75cl;15;Red;France;Southern Rhone;36;110;91.67;https://hedonism.co.uk/product/chateauneuf-du-pape-clos-des-papes-2006
HED86201;Brane Cantenac 2006;2006;75cl;13;Red;France;Bordeaux;4;85;70.83;https://hedonism.co.uk/product/brane-cantenac-2006
HED87061;Echezeaux Emmanuel Rouget et Georges Jayer 2006;2006;75cl;13.5;Red;France;Burgundy;3;1420;1183.33;https://hedonism.co.uk/product/echezeaux-emmanuel-rouget-et-georges-jayer-2006
HED78663;Talbot 2006;2006;75cl;13;Red;France;Bordeaux;12;95;79.17;https://hedonism.co.uk/product/talbot-2006
HED2744;Sine Qua Non Raven Series Grenache Magnum 2006;2006;150cl;15.5;Red;United States;USA;2;1030;858.33;https://hedonism.co.uk/product/sine-qua-non-raven-series-grenache-magnum-2006
HED58606;Anakota Helena Montana Vineyard Cabernet Sauvignon Half 2006;2006;37.5cl;15;Red;United States;USA;86;75.4;62.83;https://hedonism.co.uk/product/anakota-helena-montana-vineyard-cabernet-sauvignon-half-2006
HED31058;Branaire Ducru 2006;2006;75cl;13;Red;France;Bordeaux;76;70;58.33;https://hedonism.co.uk/product/branaire-ducru-2006
HED32414;Carruades de Lafite 2006;2006;75cl;13;Red;France;Bordeaux;3;360;300;https://hedonism.co.uk/product/carruades-de-lafite-2006
HED33204;Calvari Miani 2006;2006;75cl;14.5;Red;Italy;Italy;2;750;625;https://hedonism.co.uk/product/calvari-miani-2006
HED33411;Calon Segur 2006;2006;75cl;13;Red;France;Bordeaux;33;140;116.67;https://hedonism.co.uk/product/calon-segur-2006
HED33516;Vieux Chateau Certan 2006;2006;75cl;13.5;Red;France;Bordeaux;10;230;191.67;https://hedonism.co.uk/product/vieux-chateau-certan-2006
HED33810;Chambertin Clos de Beze Armand Rousseau Magnum 2006;2006;150cl;13.5;Red;France;Burgundy;1;6350;5291.67;https://hedonism.co.uk/product/chambertin-clos-de-beze-armand-rousseau-magnum-2006
HED34992;Barolo Monfortino Giacomo Conterno Magnum 2006;2006;150cl;14.5;Red;Italy;Italy;1;2010;1675;https://hedonism.co.uk/product/barolo-monfortino-giacomo-conterno-magnum-2006
HED38645;Beausejour Becot 2006;2006;75cl;14;Red;France;Bordeaux;17;118;98.33;https://hedonism.co.uk/product/beausejour-becot-2006
HED22750;Musigny Mugnier (Damaged Label) 2006;2006;75cl;13;Red;France;Burgundy;1;2160;1800;https://hedonism.co.uk/product/musigny-mugnier-damaged-label-2006
HED90000;Chambolle Musigny Les Combottes Georges Roumier 2006;2006;75cl;13;Red;France;Burgundy;1;1610;1341.67;https://hedonism.co.uk/product/chambolle-musigny-les-combottes-georges-roumier-2006
HED90585;Chambolle Musigny Mugnier 2006;2006;75cl;12.5;Red;France;Burgundy;1;480;400;https://hedonism.co.uk/product/chambolle-musigny-mugnier-2006
HED91637;Terra de Verema Triumvirat 2006;2006;75cl;;Red;Spain;Spain;12;35;29.17;https://hedonism.co.uk/product/terra-de-verema-triumvirat-2006
HED92321;Belgrave 2006;2006;75cl;13;Red;France;Bordeaux;12;50;41.67;https://hedonism.co.uk/product/belgrave-2006
HED93869;Chambolle Musigny Les Hauts Doix Robert Groffier 2006;2006;75cl;13;Red;France;Burgundy;13;300;250;https://hedonism.co.uk/product/chambolle-musigny-les-hauts-doix-robert-groffier-2006
HED94242;Cote Rotie La Landonne Guigal 2006;2006;75cl;13.5;Red;France;Northern Rhone;12;350;291.67;https://hedonism.co.uk/product/cote-rotie-la-landonne-guigal-2006
HED94268;Gevrey Chambertin Les Corbeaux Bachelet 2006;2006;75cl;13.5;Red;France;Burgundy;10;285;237.5;https://hedonism.co.uk/product/gevrey-chambertin-les-corbeaux-bachelet-2006
HED94338;Gevrey Chambertin Armand Rousseau 2006;2006;75cl;13.5;Red;France;Burgundy;1;460;383.33;https://hedonism.co.uk/product/gevrey-chambertin-armand-rousseau-2006
HED94606;Lagrange 2006;2006;75cl;13;Red;France;Bordeaux;19;70;58.33;https://hedonism.co.uk/product/lagrange-2006
HED94883;Chambolle Musigny Hudelot Noellat Magnum 2006;2006;150cl;13;Red;France;Burgundy;3;388;323.33;https://hedonism.co.uk/product/chambolle-musigny-hudelot-noellat-magnum-2006
HED95710;Malescot St Exupery 2006;2006;75cl;13;Red;France;Bordeaux;20;80;66.67;https://hedonism.co.uk/product/malescot-st-exupery-2006
HED96130;Barolo Riserva Preve Gianni Gagliardo 2006;2006;75cl;14.5;Red;Italy;Italy;1;95;79.17;https://hedonism.co.uk/product/barolo-riserva-preve-gianni-gagliardo-2006
HED96764;Torbreck The Struie 2006;2006;75cl;14;Red;Australia;Australia;30;50;41.67;https://hedonism.co.uk/product/torbreck-struie-2006
HED96991;Two Hands Ares Shiraz Magnum 2006;2006;150cl;;Red;Australia;Australia;1;245;204.17;https://hedonism.co.uk/product/two-hands-ares-shiraz-magnum-2006
HED97045;Chateauneuf du Pape Vieilles Vignes Janasse 2006;2006;75cl;15.5;Red;France;Southern Rhone;5;100;83.33;https://hedonism.co.uk/product/chateauneuf-du-pape-vieilles-vignes-janasse-2006
HED97272;Barbera d`Asti La Crena Vietti 2006;2006;75cl;14.5;Red;Italy;Italy;12;60;50;https://hedonism.co.uk/product/barbera-dasti-la-crena-vietti-2006
HED97393;Barolo Vigneto Rocche Renato Corino 2006;2006;75cl;;Red;Italy;Italy;1;95;79.17;https://hedonism.co.uk/product/barolo-vigneto-rocche-renato-corino-2006
HED97405;Gevrey Chambertin Lavaux St Jacques Armand Rousseau 2006;2006;75cl;13.5;Red;France;Burgundy;6;800;666.67;https://hedonism.co.uk/product/gevrey-chambertin-lavaux-st-jacques-armand-rousseau-2006
HED97475;Romanee St Vivant Sylvain Cathiard 2006;2006;75cl;13.5;Red;France;Burgundy;6;2500;2083.33;https://hedonism.co.uk/product/romanee-st-vivant-sylvain-cathiard-2006
HED97580;Fontodi Vigna del Sorbo 2006;2006;75cl;14.5;Red;Italy;Italy;2;150;125;https://hedonism.co.uk/product/fontodi-vigna-del-sorbo-2006
HED97777;La Fleur Petrus Magnum 2006;2006;150cl;13.5;Red;France;Bordeaux;4;475;395.83;https://hedonism.co.uk/product/la-fleur-petrus-magnum-2006
HED97832;Bonnes Mares Mugnier 2006;2006;75cl;13;Red;France;Burgundy;7;1300;1083.33;https://hedonism.co.uk/product/bonnes-mares-mugnier-2006
HED97935;Nuits St Georges Clos des Fourches Mugnier 2006;2006;75cl;13;Red;France;Burgundy;3;220;183.33;https://hedonism.co.uk/product/nuits-st-georges-clos-des-fourches-mugnier-2006
HED97946;Kaesler The Bogan Shiraz 2006;2006;75cl;16;Red;Australia;Australia;8;50;41.67;https://hedonism.co.uk/product/kaesler-bogan-shiraz-2006
HED98038;Gloria 2006;2006;75cl;13;Red;France;Bordeaux;4;50;41.67;https://hedonism.co.uk/product/gloria-2006
HED98060;Corton Pougets Jadot 2006;2006;75cl;13.5;Red;France;Burgundy;4;160;133.33;https://hedonism.co.uk/product/corton-pougets-jadot-2006
HED98111;Ausone Magnum 2006;2006;150cl;13.5;Red;France;Bordeaux;11;1400;1166.67;https://hedonism.co.uk/product/ausone-magnum-2006
HED98128;Le Boscq 2006;2006;75cl;13;Red;France;Bordeaux;7;25;20.83;https://hedonism.co.uk/product/le-boscq-2006
HED98226;Barolo Cannubbio Francesco Rinaldi 2006;2006;75cl;14;Red;Italy;Italy;3;110;91.67;https://hedonism.co.uk/product/barolo-cannubbio-francesco-rinaldi-2006
HED98286;Les Ormes de Pez 2006;2006;75cl;13;Red;France;Bordeaux;12;45;37.5;https://hedonism.co.uk/product/les-ormes-de-pez-2006
HED98428;Buri Merlot Miani 2006;2006;75cl;14;Red;Italy;Italy;7;425;354.17;https://hedonism.co.uk/product/buri-merlot-miani-2006
HED98429;Messorio Le Macchiole 2006;2006;75cl;14.5;Red;Italy;Italy;2;160;133.33;https://hedonism.co.uk/product/messorio-le-macchiole-2006
HED98432;Brunello di Montalcino Madonna al Piano Riserva Valdicava 2006;2006;75cl;14;Red;Italy;Italy;8;200;166.67;https://hedonism.co.uk/product/brunello-di-montalcino-madonna-al-piano-riserva-valdicava-2006
HED98476;Brunello di Montalcino Salvioni Cerbaiola Magnum 2006;2006;150cl;14;Red;Italy;Italy;6;450;375;https://hedonism.co.uk/product/brunello-di-montalcino-salvioni-cerbaiola-magnum-2006
HED98480;Clinet 2006;2006;75cl;13.5;Red;France;Bordeaux;10;120;100;https://hedonism.co.uk/product/clinet-2006
HED98492;Sori Tildin Gaja 2006;2006;75cl;14.5;Red;Italy;Italy;6;450;375;https://hedonism.co.uk/product/sori-tildin-gaja-2006
HED98529;Barolo Cascina Francia Giacomo Conterno 2006;2006;75cl;14.5;Red;Italy;Italy;6;325;270.83;https://hedonism.co.uk/product/barolo-cascina-francia-giacomo-conterno-2006
HED27486;Soldera Case Basse 2006;2006;75cl;13;Red;Italy;Italy;3;1250;1041.67;https://hedonism.co.uk/product/soldera-case-basse-2006
HED27490;Sori San Lorenzo Gaja 2006;2006;75cl;14;Red;Italy;Italy;1;475;395.83;https://hedonism.co.uk/product/sori-san-lorenzo-gaja-2006
HED27491;Brunello di Montalcino Cerretalto Casanova di Neri 2006;2006;75cl;14.5;Red;Italy;Italy;5;350;291.67;https://hedonism.co.uk/product/brunello-di-montalcino-cerretalto-casanova-di-neri-2006
HED98777;Amarone Costasera Riserva Masi 2006;2006;75cl;15.5;Red;Italy;Italy;5;90;75;https://hedonism.co.uk/product/amarone-costasera-riserva-masi-2006
HED98778;Recioto Serego Masi 50cl 2006;2006;50cl;14;Red;Italy;Italy;1;50;41.67;https://hedonism.co.uk/product/recioto-serego-masi-50cl-2006
HED27546;Vosne Romanee 1er Cru Les Suchots Luciene Le Moine 2006;2006;75cl;13.5;Red;France;Burgundy;3;250;208.33;https://hedonism.co.uk/product/vosne-romanee-1er-cru-les-suchots-luciene-le-moine-2006
HED27588;Ca`Marganda Magari Gaja Half 2006;2006;37.5cl;14.5;Red;Italy;Italy;11;38;31.67;https://hedonism.co.uk/product/camarganda-magari-gaja-half-2006
HED99044;Bonnes Mares Nicolas Potel 2006;2006;75cl;13.5;Red;France;Burgundy;3;300;250;https://hedonism.co.uk/product/bonnes-mares-nicolas-potel-2006
HED99045;Nuits St Georges Les St Georges Thibault Liger Belair 2006;2006;75cl;13.5;Red;France;Burgundy;2;192;160;https://hedonism.co.uk/product/nuits-st-georges-les-st-georges-thibault-liger-belair-2006
HED99086;Gruaud Larose Magnum 2006;2006;150cl;13;Red;France;Bordeaux;5;190;158.33;https://hedonism.co.uk/product/gruaud-larose-magnum-2006
HED63611;Veuve Clicquot La Grande Dame Rose 2006;2006;75cl;12.5;Rose;France;Champagne;19;182;151.67;https://hedonism.co.uk/product/veuve-clicquot-la-grande-dame-rose-2006
HED54410;Dom Perignon Rose 2006;2006;75cl;12.5;Rose;France;Champagne;2;375;312.5;https://hedonism.co.uk/product/dom-perignon-rose-2006
HED75202;Charles Heidsieck Rose Millesime 2006;2006;75cl;12;Rose;France;Champagne;22;105;87.5;https://hedonism.co.uk/product/charles-heidsieck-rose-millesime-2006
